id_chamado,data_abertura,bairro,canal,texto,categoria_real,pred_modelo_a,conf_modelo_a,pred_modelo_b,conf_modelo_b
2026003234,2026-05-17,Irajá,app_1746,Galhos da árvore da Rua do Catete invadiram a janela do apartamento e trazem insetos há uma semana. Já pedimos a poda várias vezes sem retorno.,poda_arvore,poda_arvore,0.984,coleta_lixo,0.594
2026001696,2026-02-22,Campo Grande,portal_web,Asfalto cedeu há mais de dois meses.,buraco_via,buraco_via,0.819,buraco_via,0.894
2026000887,2026-03-12,Penha,telefone_1746,"Solicito reparo urgente na iluminação pública da Rua Barata Ribeiro, altura do nº 459. São 3 postes apagados há mais de 15 dias, deixando o trecho perigoso para pedestres.",iluminacao_publica,iluminacao_publica,0.833,iluminacao_publica,0.816
2026002813,2026-04-12,Tijuca,telefone_1746,"Lâmpada queimada, Rua Uranos nº 672.",iluminacao_publica,iluminacao_publica,0.944,iluminacao_publica,0.887
2026001281,2026-03-23,Santa Cruz,app_1746,"Afundamento de pista na Estrada do Mendanha, próximo ao ponto de ônibus. O buraco cresce a cada chuva há mais de 15 dias e já engoliu parte da faixa da direita.",buraco_via,buraco_via,0.988,buraco_via,0.844
2026002668,2026-05-21,Madureira,app_1746,"Falta placa de proibido estacionar na Estrada dos Bandeirantes, o que gera conflitos diários faz dois dias. Pedimos instalação de sinalização vertical.",sinalizacao,sinalizacao,0.989,sinalizacao,0.97
2026004361,2026-04-13,Jacarepaguá,portal_web,Vaga de deficiente ocupada há mais de dois meses.,estacionamento_irregular,estacionamento_irregular,0.978,estacionamento_irregular,0.962
2026000610,2026-05-31,Madureira,portal_web,"Cratera na pista, Rua Dias da Cruz nº 575.",buraco_via,iluminacao_publica,0.855,buraco_via,0.841
2026004429,2026-06-13,Ilha do Governador,portal_web,O poste em frente ao número 311 da Estrada do Mendanha está com a lâmpada queimada há mais de dois meses. A rua fica totalmente escura à noite e os moradores estão com medo de assaltos.,iluminacao_publica,iluminacao_publica,0.987,iluminacao_publica,0.919
2026004055,2026-03-11,Centro,telefone_1746,"Solicito reparo urgente na iluminação pública da Estrada do Mendanha, altura do nº 477. São 3 postes apagados há mais de 15 dias, deixando o trecho perigoso para pedestres.",iluminacao_publica,iluminacao_publica,0.883,iluminacao_publica,0.878
2026002607,2026-02-17,Centro,portal_web,"A via da Rua Dias da Cruz está intransitável, cheia de buracos e desníveis há quase um mês. Ônibus precisam desviar para a contramão, causando risco de colisão.",buraco_via,esgoto_vazamento,0.955,buraco_via,0.851
2026002701,2026-03-30,Madureira,portal_web,A tampa do bueiro da Av. Dom Hélder Câmara está quebrada e transbordando esgoto há mais de 15 dias. Pedestres precisam andar pela pista para desviar da água contaminada.,esgoto_vazamento,buraco_via,0.812,coleta_lixo,0.403
2026002741,2026-05-12,Madureira,telefone_1746,"Entulho na calçada, Rua das Acácias nº 225.",coleta_lixo,coleta_lixo,0.951,coleta_lixo,0.928
2026003116,2026-05-29,Irajá,app_1746,A caçamba comunitária da Rua das Acácias está transbordando há mais de dois meses e ninguém faz a remoção. O chorume escorre pela calçada até a porta das casas.,coleta_lixo,coleta_lixo,0.888,coleta_lixo,0.691
2026002940,2026-01-14,Jacarepaguá,telefone_1746,"O caminhão da coleta passou a vir em horário irregular na Rua Cândido Benício há 3 dias, e o lixo fica exposto o dia inteiro. Pedimos regularização do serviço.",coleta_lixo,coleta_lixo,0.986,coleta_lixo,0.838
2026001668,2026-01-03,Copacabana,portal_web,"Existe um buraco enorme na pista da Av. Dom Hélder Câmara, na altura do nº 370, aberto há mais de 15 dias. Vários carros já danificaram a suspensão e motociclistas correm risco de acidente.",buraco_via,buraco_via,0.927,buraco_via,0.78
2026002694,2026-03-22,Copacabana,app_1746,"Esgoto retornando pelos ralos das casas da Rua São Francisco Xavier sempre que chove, há mais de dois meses. A rede parece estar entupida e o problema afeta todo o quarteirão.",esgoto_vazamento,buraco_via,0.979,esgoto_vazamento,0.753
2026004284,2026-05-10,Santa Cruz,app_1746,Denuncio estacionamento irregular em fila dupla na Av. Ministro Edgard Romero nos horários de pico desde ontem. O trânsito trava completamente e ônibus não conseguem passar.,estacionamento_irregular,estacionamento_irregular,0.846,estacionamento_irregular,0.776
2026001216,2026-06-17,Madureira,app_1746,"Vazamento de água limpa na calçada da Estrada da Posse, altura do nº 445, há mais de 15 dias. O desperdício é grande, formou-se um lamaçal e a água invade a pista.",esgoto_vazamento,esgoto_vazamento,0.913,esgoto_vazamento,0.83
2026000111,2026-03-16,Campo Grande,telefone_1746,"A coleta de lixo domiciliar não passa na Rua Cândido Benício faz dois dias. O lixo está acumulado nas calçadas, com mau cheiro forte e presença de ratos e baratas.",coleta_lixo,buraco_via,0.973,buraco_via,0.514
2026001277,2026-01-06,Realengo,portal_web,"Carro na calçada, Estrada do Mendanha.",estacionamento_irregular,barulho_perturbacao,0.97,estacionamento_irregular,0.857
2026002598,2026-06-10,Madureira,telefone_1746,"Rompimento de tubulação na Av. das Américas próximo ao nº 406. A água jorra na via há 3 dias, já abriu uma erosão no asfalto e ameaça as fundações das casas.",esgoto_vazamento,buraco_via,0.938,iluminacao_publica,0.652
2026000758,2026-05-06,Campo Grande,telefone_1746,As raízes da árvore em frente ao nº 925 da Rua Uranos levantaram toda a calçada e os galhos cobrem a iluminação. Solicito poda e avaliação há quase um mês.,poda_arvore,poda_arvore,0.949,barulho_perturbacao,0.817
2026001284,2026-06-20,Centro,app_1746,"Fiação exposta no poste de iluminação em frente ao nº 1031 da Av. Brasil, com risco de choque. Além disso a lâmpada não acende há uma semana.",iluminacao_publica,iluminacao_publica,0.821,esgoto_vazamento,0.736
2026000636,2026-03-18,Botafogo,portal_web,Perturbação do sossego na Av. Dom Hélder Câmara.,barulho_perturbacao,barulho_perturbacao,0.915,poda_arvore,0.641
2026002929,2026-05-24,Méier,app_1746,"Rua escura há uma semana, sem luz.",iluminacao_publica,estacionamento_irregular,0.947,iluminacao_publica,0.897
2026004196,2026-06-24,Botafogo,portal_web,4 postes sem luz na Rua Cândido Benício.,iluminacao_publica,esgoto_vazamento,0.855,iluminacao_publica,0.892
2026000547,2026-04-19,Realengo,app_1746,"Depois da obra na Rua Dias da Cruz, o recapeamento ficou incompleto e sobrou um degrau no asfalto em frente ao nº 1275. Já ocorreram dois acidentes com motos há mais de 15 dias.",buraco_via,buraco_via,0.932,buraco_via,0.769
2026004157,2026-01-12,Botafogo,telefone_1746,Coleta não passa desde ontem.,coleta_lixo,iluminacao_publica,0.988,coleta_lixo,0.697
2026002967,2026-01-04,Ilha do Governador,portal_web,Poste apagado na Estrada dos Bandeirantes.,iluminacao_publica,iluminacao_publica,0.898,estacionamento_irregular,0.448
2026001460,2026-01-21,Bangu,telefone_1746,"Afundamento de pista na Estrada da Posse, próximo ao ponto de ônibus. O buraco cresce a cada chuva desde ontem e já engoliu parte da faixa da direita.",buraco_via,buraco_via,0.95,buraco_via,0.857
2026000592,2026-05-06,Barra da Tijuca,app_1746,"O caminhão da coleta passou a vir em horário irregular na Rua Conde de Bonfim há uma semana, e o lixo fica exposto o dia inteiro. Pedimos regularização do serviço.",coleta_lixo,coleta_lixo,0.747,esgoto_vazamento,0.746
2026000360,2026-04-30,Bangu,app_1746,Bar com música até 4h há mais de 15 dias.,barulho_perturbacao,barulho_perturbacao,0.922,barulho_perturbacao,0.899
2026001757,2026-06-20,Centro,app_1746,Poste apagado na Rua São Francisco Xavier.,iluminacao_publica,iluminacao_publica,0.916,iluminacao_publica,0.835
2026004528,2026-06-17,Centro,app_1746,Denuncio perturbação do sossego na Rua do Catete: uma obra funciona com britadeira e martelete antes das 7h e depois das 22h há mais de 15 dias.,barulho_perturbacao,barulho_perturbacao,0.739,barulho_perturbacao,0.856
2026000793,2026-01-26,Santa Cruz,portal_web,3 postes sem luz na Rua Cândido Benício.,iluminacao_publica,iluminacao_publica,0.933,iluminacao_publica,0.96
2026000441,2026-03-11,Copacabana,telefone_1746,"A entrada de garagem do nº 1161 da Rua Conde de Bonfim é bloqueada por carros estacionados irregularmente há uma semana, mesmo com a sinalização de proibido.",estacionamento_irregular,estacionamento_irregular,0.922,estacionamento_irregular,0.825
2026004158,2026-03-28,Jacarepaguá,app_1746,Denuncio estacionamento irregular em fila dupla na Rua Voluntários da Pátria nos horários de pico há quase um mês. O trânsito trava completamente e ônibus não conseguem passar.,estacionamento_irregular,estacionamento_irregular,0.95,estacionamento_irregular,0.987
2026004156,2026-01-05,Jacarepaguá,app_1746,Poste apagado na Av. Brasil.,iluminacao_publica,iluminacao_publica,0.875,iluminacao_publica,0.984
2026004017,2026-04-06,Tijuca,portal_web,"Há um veículo abandonado estacionado na Estrada da Posse em frente ao nº 594 há 3 dias, ocupando vaga e acumulando lixo embaixo. Solicito remoção.",estacionamento_irregular,estacionamento_irregular,0.941,estacionamento_irregular,0.928
2026002389,2026-01-10,Tijuca,app_1746,Asfalto cedeu há 3 dias.,buraco_via,esgoto_vazamento,0.951,buraco_via,0.778
2026004939,2026-01-08,Tijuca,portal_web,"Existe um buraco enorme na pista da Av. Brasil, na altura do nº 471, aberto desde ontem. Vários carros já danificaram a suspensão e motociclistas correm risco de acidente.",buraco_via,buraco_via,0.968,buraco_via,0.979
2026001447,2026-06-09,Jacarepaguá,telefone_1746,As raízes da árvore em frente ao nº 40 da Av. Brasil levantaram toda a calçada e os galhos cobrem a iluminação. Solicito poda e avaliação há uma semana.,poda_arvore,poda_arvore,0.986,poda_arvore,0.973
2026002151,2026-01-27,Campo Grande,telefone_1746,"Fiação exposta no poste de iluminação em frente ao nº 63 da Rua do Catete, com risco de choque. Além disso a lâmpada não acende faz dois dias.",iluminacao_publica,iluminacao_publica,0.99,iluminacao_publica,0.94
2026004184,2026-06-11,Centro,telefone_1746,Lixo acumulado na Estrada dos Bandeirantes.,coleta_lixo,coleta_lixo,0.963,barulho_perturbacao,0.369
2026000596,2026-04-28,Santa Cruz,app_1746,Bueiro transbordando há quase um mês.,esgoto_vazamento,buraco_via,0.947,esgoto_vazamento,0.895
2026003756,2026-06-09,Copacabana,telefone_1746,"Esgoto retornando pelos ralos das casas da Av. das Américas sempre que chove, há mais de dois meses. A rede parece estar entupida e o problema afeta todo o quarteirão.",esgoto_vazamento,buraco_via,0.938,esgoto_vazamento,0.882
2026001452,2026-05-12,Tijuca,app_1746,Vizinho do nº 613 da Rua Uranos mantém gerador ligado a noite inteira há quase um mês. O ruído constante impede o sono de toda a vizinhança.,barulho_perturbacao,barulho_perturbacao,0.891,barulho_perturbacao,0.98
2026000962,2026-05-28,Bangu,app_1746,A caçamba comunitária da Rua Dias da Cruz está transbordando há mais de 15 dias e ninguém faz a remoção. O chorume escorre pela calçada até a porta das casas.,coleta_lixo,coleta_lixo,0.862,coleta_lixo,0.846
2026002467,2026-03-18,Irajá,telefone_1746,"A igreja da Rua Conde de Bonfim, altura do nº 417, usa caixas de som voltadas para a rua em volume muito acima do permitido desde ontem, inclusive à noite.",barulho_perturbacao,barulho_perturbacao,0.901,barulho_perturbacao,0.865
2026004507,2026-03-16,Jacarepaguá,app_1746,"A via da Rua Voluntários da Pátria está intransitável, cheia de buracos e desníveis há 3 dias. Ônibus precisam desviar para a contramão, causando risco de colisão.",buraco_via,buraco_via,0.922,buraco_via,0.938
2026001786,2026-02-13,Realengo,app_1746,Asfalto cedeu há uma semana.,buraco_via,buraco_via,0.963,buraco_via,0.948
2026004280,2026-05-28,Realengo,app_1746,"Cratera na pista, Rua Conde de Bonfim nº 615.",buraco_via,coleta_lixo,0.894,buraco_via,0.845
2026002164,2026-01-16,Campo Grande,app_1746,"Carros estacionam diariamente sobre a calçada da Rua Conde de Bonfim, altura do nº 136, há mais de dois meses. Pedestres, cadeirantes e mães com carrinho são obrigados a andar pela pista.",estacionamento_irregular,estacionamento_irregular,0.886,estacionamento_irregular,0.914
2026001783,2026-02-12,Santa Cruz,portal_web,"Depois da obra na Rua São Francisco Xavier, o recapeamento ficou incompleto e sobrou um degrau no asfalto em frente ao nº 50. Já ocorreram dois acidentes com motos há mais de dois meses.",buraco_via,buraco_via,0.919,buraco_via,0.843
2026003687,2026-03-22,Botafogo,app_1746,Bar com música até 4h há quase um mês.,barulho_perturbacao,barulho_perturbacao,0.863,barulho_perturbacao,0.968
2026000620,2026-04-10,Bangu,telefone_1746,"O caminhão da coleta passou a vir em horário irregular na Estrada do Mendanha faz dois dias, e o lixo fica exposto o dia inteiro. Pedimos regularização do serviço.",coleta_lixo,coleta_lixo,0.971,coleta_lixo,0.739
2026002034,2026-05-06,Realengo,telefone_1746,Caçamba transbordando na Estrada da Posse.,coleta_lixo,buraco_via,0.994,coleta_lixo,0.728
2026003538,2026-05-27,Bangu,app_1746,"Solicito reparo urgente na iluminação pública da Rua Cândido Benício, altura do nº 994. São 5 postes apagados há uma semana, deixando o trecho perigoso para pedestres.",iluminacao_publica,iluminacao_publica,0.915,buraco_via,0.63
2026003427,2026-03-05,Madureira,telefone_1746,A tampa do bueiro da Estrada da Posse está quebrada e transbordando esgoto há 3 dias. Pedestres precisam andar pela pista para desviar da água contaminada.,esgoto_vazamento,esgoto_vazamento,0.962,esgoto_vazamento,0.868
2026002275,2026-04-27,Penha,app_1746,"Esgoto retornando pelos ralos das casas da Rua Voluntários da Pátria sempre que chove, desde ontem. A rede parece estar entupida e o problema afeta todo o quarteirão.",esgoto_vazamento,iluminacao_publica,0.975,esgoto_vazamento,0.937
2026004478,2026-03-13,Jacarepaguá,app_1746,Poste apagado na Rua das Acácias.,iluminacao_publica,iluminacao_publica,0.882,iluminacao_publica,0.8
2026003647,2026-05-04,Copacabana,portal_web,Motoristas usam a vaga de deficiente da Rua das Acácias sem credencial todos os dias há mais de 15 dias. Pedimos fiscalização no local.,estacionamento_irregular,estacionamento_irregular,0.964,estacionamento_irregular,0.941
2026003931,2026-06-14,Barra da Tijuca,telefone_1746,A luminária do poste da Rua Uranos esquina com a travessa fica acendendo e apagando sem parar há mais de dois meses. À noite a calçada fica no escuro completo.,iluminacao_publica,iluminacao_publica,0.967,iluminacao_publica,0.845
2026003276,2026-04-12,Ilha do Governador,telefone_1746,A caçamba comunitária da Av. das Américas está transbordando há mais de dois meses e ninguém faz a remoção. O chorume escorre pela calçada até a porta das casas.,coleta_lixo,coleta_lixo,0.949,coleta_lixo,0.807
2026003634,2026-04-09,Tijuca,app_1746,Bueiro transbordando desde ontem.,esgoto_vazamento,esgoto_vazamento,0.773,esgoto_vazamento,0.705
2026004953,2026-06-15,Santa Cruz,app_1746,"Depois da obra na Av. Dom Hélder Câmara, o recapeamento ficou incompleto e sobrou um degrau no asfalto em frente ao nº 505. Já ocorreram dois acidentes com motos há uma semana.",buraco_via,buraco_via,0.883,buraco_via,0.994
2026004654,2026-03-15,Botafogo,telefone_1746,"Existe um buraco enorme na pista da Av. das Américas, na altura do nº 1480, aberto faz dois dias. Vários carros já danificaram a suspensão e motociclistas correm risco de acidente.",buraco_via,buraco_via,0.924,buraco_via,0.893
2026000614,2026-01-17,Tijuca,telefone_1746,"Rompimento de tubulação na Rua Conde de Bonfim próximo ao nº 51. A água jorra na via há mais de 15 dias, já abriu uma erosão no asfalto e ameaça as fundações das casas.",esgoto_vazamento,buraco_via,0.902,barulho_perturbacao,0.721
2026002387,2026-05-04,Copacabana,portal_web,Venho registrar que a iluminação da praça próxima à Rua Voluntários da Pátria está desligada há uma semana. O local é usado por crianças no fim da tarde e está completamente às escuras.,iluminacao_publica,iluminacao_publica,0.883,iluminacao_publica,0.936
2026001252,2026-06-27,Realengo,telefone_1746,"Rompimento de tubulação na Rua Barata Ribeiro próximo ao nº 1374. A água jorra na via há quase um mês, já abriu uma erosão no asfalto e ameaça as fundações das casas.",esgoto_vazamento,esgoto_vazamento,0.932,esgoto_vazamento,0.953
2026001562,2026-01-24,Irajá,telefone_1746,A caçamba comunitária da Rua Voluntários da Pátria está transbordando há mais de 15 dias e ninguém faz a remoção. O chorume escorre pela calçada até a porta das casas.,coleta_lixo,coleta_lixo,0.823,coleta_lixo,0.865
2026001913,2026-06-17,Centro,telefone_1746,Bueiro transbordando faz dois dias.,esgoto_vazamento,esgoto_vazamento,0.938,esgoto_vazamento,0.866
2026000622,2026-06-21,Ilha do Governador,app_1746,Venho registrar que a iluminação da praça próxima à Rua do Catete está desligada há mais de dois meses. O local é usado por crianças no fim da tarde e está completamente às escuras.,iluminacao_publica,iluminacao_publica,0.965,coleta_lixo,0.93
2026002064,2026-06-06,Irajá,app_1746,A caçamba comunitária da Rua Barata Ribeiro está transbordando há uma semana e ninguém faz a remoção. O chorume escorre pela calçada até a porta das casas.,coleta_lixo,coleta_lixo,0.944,coleta_lixo,0.933
2026001119,2026-01-04,Copacabana,portal_web,Venho registrar que a iluminação da praça próxima à Rua Dias da Cruz está desligada há mais de dois meses. O local é usado por crianças no fim da tarde e está completamente às escuras.,iluminacao_publica,iluminacao_publica,0.93,iluminacao_publica,0.846
2026003083,2026-06-13,Copacabana,app_1746,"Falta placa de proibido estacionar na Rua Barata Ribeiro, o que gera conflitos diários há mais de 15 dias. Pedimos instalação de sinalização vertical.",sinalizacao,sinalizacao,0.956,sinalizacao,0.721
2026003300,2026-02-03,Irajá,portal_web,Solicito operação tapa-buraco na Rua Conde de Bonfim. O asfalto cedeu há quase um mês e formou uma cratera de mais de um metro que alaga quando chove.,buraco_via,buraco_via,0.933,buraco_via,0.892
2026001272,2026-03-19,Campo Grande,app_1746,Coleta não passa faz dois dias.,coleta_lixo,coleta_lixo,0.933,coleta_lixo,0.884
2026003637,2026-02-16,Méier,app_1746,O poste em frente ao número 43 da Rua Voluntários da Pátria está com a lâmpada queimada há mais de 15 dias. A rua fica totalmente escura à noite e os moradores estão com medo de assaltos.,iluminacao_publica,iluminacao_publica,0.955,iluminacao_publica,0.801
2026000535,2026-05-06,Jacarepaguá,app_1746,Fila dupla direto na Rua São Francisco Xavier.,estacionamento_irregular,estacionamento_irregular,0.904,estacionamento_irregular,0.735
2026003937,2026-03-25,Barra da Tijuca,portal_web,Galhos da árvore da Estrada do Mendanha invadiram a janela do apartamento e trazem insetos há mais de dois meses. Já pedimos a poda várias vezes sem retorno.,poda_arvore,poda_arvore,0.934,barulho_perturbacao,0.663
2026004174,2026-03-20,Campo Grande,telefone_1746,"Existe um buraco enorme na pista da Av. Ministro Edgard Romero, na altura do nº 676, aberto há mais de dois meses. Vários carros já danificaram a suspensão e motociclistas correm risco de acidente.",buraco_via,buraco_via,0.982,buraco_via,0.874
2026000721,2026-05-12,Bangu,telefone_1746,"A coleta de lixo domiciliar não passa na Rua Uranos há 3 dias. O lixo está acumulado nas calçadas, com mau cheiro forte e presença de ratos e baratas.",coleta_lixo,coleta_lixo,0.926,coleta_lixo,0.859
2026004182,2026-04-27,Campo Grande,app_1746,Asfalto cedeu há mais de 15 dias.,buraco_via,estacionamento_irregular,0.968,buraco_via,0.91
2026003426,2026-04-19,Penha,telefone_1746,Obra com barulho fora de hora.,barulho_perturbacao,coleta_lixo,0.885,barulho_perturbacao,0.908
2026003548,2026-04-25,Realengo,telefone_1746,"Há um vazamento de esgoto a céu aberto na Av. Ministro Edgard Romero, em frente ao nº 1369, há uma semana. A água suja escorre pela rua, o cheiro é insuportável e o asfalto começou a afundar.",esgoto_vazamento,esgoto_vazamento,0.969,esgoto_vazamento,0.882
2026001714,2026-01-23,Jacarepaguá,telefone_1746,"Som alto de madrugada, Rua Uranos.",barulho_perturbacao,buraco_via,0.905,barulho_perturbacao,0.853
2026002840,2026-01-11,Copacabana,app_1746,"Entulho na calçada, Rua São Francisco Xavier nº 211.",coleta_lixo,coleta_lixo,0.955,coleta_lixo,0.64
2026002830,2026-01-26,Copacabana,telefone_1746,Venho registrar que a iluminação da praça próxima à Av. Dom Hélder Câmara está desligada há quase um mês. O local é usado por crianças no fim da tarde e está completamente às escuras.,iluminacao_publica,buraco_via,0.96,iluminacao_publica,0.73
2026004464,2026-03-03,Bangu,app_1746,Motoristas usam a vaga de deficiente da Estrada dos Bandeirantes sem credencial todos os dias há mais de 15 dias. Pedimos fiscalização no local.,estacionamento_irregular,estacionamento_irregular,0.966,estacionamento_irregular,0.816
2026001303,2026-04-09,Campo Grande,telefone_1746,As raízes da árvore em frente ao nº 1218 da Rua Voluntários da Pátria levantaram toda a calçada e os galhos cobrem a iluminação. Solicito poda e avaliação desde ontem.,poda_arvore,poda_arvore,0.834,buraco_via,0.441
2026000467,2026-03-11,Jacarepaguá,telefone_1746,Semáforo apagado na Rua das Acácias.,sinalizacao,sinalizacao,0.881,sinalizacao,0.517
2026001837,2026-05-05,Méier,telefone_1746,As raízes da árvore em frente ao nº 1375 da Av. Dom Hélder Câmara levantaram toda a calçada e os galhos cobrem a iluminação. Solicito poda e avaliação desde ontem.,poda_arvore,poda_arvore,0.994,esgoto_vazamento,0.688
2026002359,2026-05-03,Jacarepaguá,portal_web,"Há um vazamento de esgoto a céu aberto na Rua do Catete, em frente ao nº 809, desde ontem. A água suja escorre pela rua, o cheiro é insuportável e o asfalto começou a afundar.",esgoto_vazamento,esgoto_vazamento,0.955,esgoto_vazamento,0.819
2026003333,2026-03-06,Centro,app_1746,Denuncio perturbação do sossego na Av. Brasil: uma obra funciona com britadeira e martelete antes das 7h e depois das 22h faz dois dias.,barulho_perturbacao,barulho_perturbacao,0.934,barulho_perturbacao,0.797
2026002661,2026-02-18,Campo Grande,portal_web,"Solicito reparo urgente na iluminação pública da Rua Uranos, altura do nº 1041. São 3 postes apagados faz dois dias, deixando o trecho perigoso para pedestres.",iluminacao_publica,iluminacao_publica,0.917,iluminacao_publica,0.937
2026000774,2026-02-19,Tijuca,telefone_1746,O poste em frente ao número 350 da Av. Brasil está com a lâmpada queimada há mais de 15 dias. A rua fica totalmente escura à noite e os moradores estão com medo de assaltos.,iluminacao_publica,iluminacao_publica,0.915,iluminacao_publica,0.759
2026003375,2026-05-02,Jacarepaguá,portal_web,As raízes da árvore em frente ao nº 1001 da Rua Voluntários da Pátria levantaram toda a calçada e os galhos cobrem a iluminação. Solicito poda e avaliação há mais de dois meses.,poda_arvore,poda_arvore,0.908,poda_arvore,0.964
2026000455,2026-03-19,Botafogo,telefone_1746,"Entulho na calçada, Estrada da Posse nº 1304.",coleta_lixo,esgoto_vazamento,0.928,iluminacao_publica,0.469
2026004855,2026-05-28,Santa Cruz,portal_web,A caçamba comunitária da Av. Dom Hélder Câmara está transbordando há mais de 15 dias e ninguém faz a remoção. O chorume escorre pela calçada até a porta das casas.,coleta_lixo,coleta_lixo,0.921,estacionamento_irregular,0.431
2026001514,2026-02-01,Realengo,telefone_1746,As raízes da árvore em frente ao nº 172 da Av. Ministro Edgard Romero levantaram toda a calçada e os galhos cobrem a iluminação. Solicito poda e avaliação há mais de 15 dias.,poda_arvore,poda_arvore,0.842,poda_arvore,0.839
2026004589,2026-01-07,Centro,telefone_1746,"A via da Rua Dias da Cruz está intransitável, cheia de buracos e desníveis desde ontem. Ônibus precisam desviar para a contramão, causando risco de colisão.",buraco_via,buraco_via,0.899,buraco_via,0.883
2026003057,2026-05-28,Bangu,app_1746,"O caminhão da coleta passou a vir em horário irregular na Av. Ministro Edgard Romero há 3 dias, e o lixo fica exposto o dia inteiro. Pedimos regularização do serviço.",coleta_lixo,buraco_via,0.936,coleta_lixo,0.904
2026003867,2026-03-17,Méier,telefone_1746,"O caminhão da coleta passou a vir em horário irregular na Av. Ministro Edgard Romero faz dois dias, e o lixo fica exposto o dia inteiro. Pedimos regularização do serviço.",coleta_lixo,coleta_lixo,0.925,coleta_lixo,0.695
2026001329,2026-01-17,Ilha do Governador,telefone_1746,Obra com barulho fora de hora.,barulho_perturbacao,barulho_perturbacao,0.83,barulho_perturbacao,0.901
2026000487,2026-04-05,Botafogo,telefone_1746,Venho registrar que a iluminação da praça próxima à Rua Uranos está desligada há quase um mês. O local é usado por crianças no fim da tarde e está completamente às escuras.,iluminacao_publica,iluminacao_publica,0.862,iluminacao_publica,0.794
2026000615,2026-04-08,Santa Cruz,app_1746,"Cratera na pista, Rua Dias da Cruz nº 565.",buraco_via,buraco_via,0.918,buraco_via,0.772
2026004169,2026-06-09,Jacarepaguá,telefone_1746,Venho registrar que a iluminação da praça próxima à Av. Dom Hélder Câmara está desligada faz dois dias. O local é usado por crianças no fim da tarde e está completamente às escuras.,iluminacao_publica,buraco_via,0.971,iluminacao_publica,0.982
2026003663,2026-04-19,Santa Cruz,app_1746,"Há um veículo abandonado estacionado na Estrada do Mendanha em frente ao nº 834 desde ontem, ocupando vaga e acumulando lixo embaixo. Solicito remoção.",estacionamento_irregular,estacionamento_irregular,0.921,estacionamento_irregular,0.966
2026003420,2026-04-12,Campo Grande,app_1746,"Há um ponto viciado de descarte de lixo e restos de construção na Estrada do Mendanha, altura do nº 546. Mesmo após reclamações há 3 dias, nada foi feito.",coleta_lixo,estacionamento_irregular,0.87,coleta_lixo,0.94
2026002943,2026-04-23,Bangu,telefone_1746,Galhos da árvore da Rua Cândido Benício invadiram a janela do apartamento e trazem insetos há 3 dias. Já pedimos a poda várias vezes sem retorno.,poda_arvore,poda_arvore,0.925,buraco_via,0.415
2026002443,2026-05-15,Madureira,telefone_1746,Esgoto vazando na Estrada da Posse.,esgoto_vazamento,buraco_via,0.941,esgoto_vazamento,0.864
2026001508,2026-06-11,Madureira,app_1746,"Rua escura há uma semana, sem luz.",iluminacao_publica,iluminacao_publica,0.943,iluminacao_publica,0.788
2026000465,2026-04-14,Jacarepaguá,telefone_1746,"Existe um buraco enorme na pista da Rua Conde de Bonfim, na altura do nº 1478, aberto há quase um mês. Vários carros já danificaram a suspensão e motociclistas correm risco de acidente.",buraco_via,iluminacao_publica,0.912,estacionamento_irregular,0.561
2026002641,2026-02-07,Bangu,portal_web,"Após o temporal, uma árvore da Av. das Américas ficou inclinada sobre a pista faz dois dias. Precisa de avaliação e poda ou remoção antes que caia sobre os carros.",poda_arvore,poda_arvore,0.93,poda_arvore,0.844
2026003854,2026-04-14,Penha,portal_web,"O caminhão da coleta passou a vir em horário irregular na Rua do Catete há uma semana, e o lixo fica exposto o dia inteiro. Pedimos regularização do serviço.",coleta_lixo,coleta_lixo,0.896,esgoto_vazamento,0.533
2026003593,2026-02-19,Centro,app_1746,A tampa do bueiro da Estrada do Mendanha está quebrada e transbordando esgoto há 3 dias. Pedestres precisam andar pela pista para desviar da água contaminada.,esgoto_vazamento,esgoto_vazamento,0.793,esgoto_vazamento,0.886
2026003325,2026-03-25,Barra da Tijuca,app_1746,Semáforo apagado na Estrada dos Bandeirantes.,sinalizacao,sinalizacao,0.98,sinalizacao,0.811
2026004682,2026-05-07,Bangu,telefone_1746,"A via da Rua das Acácias está intransitável, cheia de buracos e desníveis há mais de 15 dias. Ônibus precisam desviar para a contramão, causando risco de colisão.",buraco_via,buraco_via,0.946,iluminacao_publica,0.346
2026002435,2026-05-04,Campo Grande,app_1746,"Depois da obra na Rua Uranos, o recapeamento ficou incompleto e sobrou um degrau no asfalto em frente ao nº 429. Já ocorreram dois acidentes com motos há 3 dias.",buraco_via,buraco_via,0.824,buraco_via,0.886
2026001496,2026-06-28,Botafogo,app_1746,Poste apagado na Av. Ministro Edgard Romero.,iluminacao_publica,coleta_lixo,0.917,iluminacao_publica,0.9
2026003794,2026-05-23,Barra da Tijuca,telefone_1746,A faixa de pedestres em frente à escola da Rua das Acácias está completamente apagada há uma semana. Solicito repintura urgente da sinalização de solo.,sinalizacao,sinalizacao,0.965,sinalizacao,0.959
2026001493,2026-04-23,Bangu,app_1746,"Galho caindo, Rua do Catete nº 72.",poda_arvore,buraco_via,0.866,poda_arvore,0.869
2026003774,2026-05-20,Barra da Tijuca,app_1746,"Carro na calçada, Rua São Francisco Xavier.",estacionamento_irregular,iluminacao_publica,0.991,estacionamento_irregular,0.734
